N,P,K,temperature,humidity,ph,rainfall,label
30,63,16,74.4891183,21.90539577,5.5259045260000015,100.5978728,kidneybeans
37,70,25,67.51646436,24.89487354,5.819403771,84.06354115,kidneybeans
27,63,19,69.68137779,21.1893007,5.562201934,133.1914419,kidneybeans
22,60,24,65.8080727,20.24768314,5.630664753,104.2570723,kidneybeans
3,72,24,97.72283068,57.92887167,6.03160778,122.6539694,pigeonpeas
40,59,23,98.40494698,62.73178224,5.269084669,163.7266551,pigeonpeas
33,73,23,84.62372943,59.38967583,5.985792703,103.3301803,pigeonpeas
27,57,24,81.20362815,43.35795962,6.09186275,142.33036769999995,pigeonpeas
10,79,18,69.91586312,55.46985938,5.624731337999999,184.6226709,pigeonpeas
30,75,25,86.59897878,42.35249879,6.446091759,149.299952,pigeonpeas
40,70,20,89.2423449,45.03186173,5.623490042999999,147.03614419999997,pigeonpeas
38,55,19,91.72731605,38.23184742,5.864623352000001,198.8298806,pigeonpeas
35,58,20,84.89369412,63.47742011,5.761702519,90.05422663,pigeonpeas
38,61,21,86.49274991,67.38680755,4.696518678,127.7767134,pigeonpeas
33,58,24,95.82422878,68.75810535,5.269504214,108.6333046,pigeonpeas
16,56,17,92.8403607,40.03262418,7.445444882999999,176.6165894,pigeonpeas
31,72,17,83.64524855,49.47225353,5.833031707999999,96.36222901,pigeonpeas
16,80,20,88.23239053,56.67369054,7.3393209289999986,122.0146733,pigeonpeas
27,72,17,84.16470843,57.23265151,6.347929353,120.7435664,pigeonpeas
40,62,19,81.1795807,34.13737127,4.697750704,96.51524028,pigeonpeas
18,58,16,70.65694053,38.80023714,4.962661422,180.382234,pigeonpeas
3,68,16,64.97438806,34.69776639,4.964887857,107.4721605,pigeonpeas
26,67,24,98.56029891,37.73992903,5.642813116,161.48129630000003,pigeonpeas
16,70,20,76.64841666,40.1242747,5.6093956,121.5639121,pigeonpeas
24,63,19,66.82629974,55.96805489,4.681576043,194.5921148,pigeonpeas
9,76,25,83.98943856,50.12323801,5.70951224,179.2155874,pigeonpeas
16,55,19,67.17765445,47.19188279,6.413543781,192.4372194,pigeonpeas
28,75,21,76.59355082,50.54621094,6.007508163,114.2821387,pigeonpeas
16,71,24,64.99624683,38.40975482,4.946369874,139.64833169999997,pigeonpeas
24,70,21,66.46512268,45.3733757,5.517208078,132.7748215,pigeonpeas
38,72,21,82.82148903,49.4421345,5.902103172,186.5008581,pigeonpeas
9,66,21,86.21261751,34.13307843,5.719889876,157.0858232,pigeonpeas
34,56,17,92.14283552,35.42910045,4.548202098,139.6702541,pigeonpeas
1,76,19,75.53395693,46.68746847,6.6695294160000005,177.3377996,pigeonpeas
6,69,19,80.39535215,41.69617915,4.7509292180000005,94.46748008,pigeonpeas
26,73,21,88.39707492,57.97429171,4.946263888,161.7820226,pigeonpeas
27,61,18,91.95281272,67.07780816,5.266227032,108.5090168,pigeonpeas
27,71,23,74.21682232,46.48714759,7.10959773,150.87122019999995,pigeonpeas
36,61,21,94.16883,39.04468913,5.617008201,168.5948318,pigeonpeas
17,73,18,67.10202003,34.51086611,5.632353113,197.3752649,pigeonpeas
26,72,22,83.78230827,37.57792132,4.674941549,91.72084869,pigeonpeas
17,64,16,87.75965689,32.24914235,7.161797643,180.716828,pigeonpeas
14,74,19,65.11566465,36.82639309,6.624966131,93.12330644,pigeonpeas
39,60,15,95.16843354,30.98685456,5.004074623999999,116.9106908,pigeonpeas
6,66,15,94.87713601,30.40046769,6.3458060110000005,159.2649827,pigeonpeas
8,59,18,85.10941465,35.72032498,6.216814453,187.8961851,pigeonpeas
2,67,18,94.13482595,47.52980027,5.921666758,129.0064612,pigeonpeas
1,76,17,83.18175307,52.10010827,6.012719118,147.0414824,pigeonpeas
16,73,19,65.14962132,34.80541039,4.684079249,163.27474730000003,pigeonpeas
23,75,25,87.93516151,47.19847683,7.077170002000001,91.31256412,pigeonpeas
32,70,20,69.60816948,46.24856523,6.208843215,195.5697875,pigeonpeas
28,59,22,87.63094038,52.79913039,7.05181629,170.99198280000005,pigeonpeas
5,62,23,82.28269022,66.45457122,4.722222454,145.3728801,pigeonpeas
36,67,25,96.71317956,36.52780776,6.418062652000001,136.0456753,pigeonpeas
1,66,23,67.17770879,56.92831399,4.803564468,173.1686574,pigeonpeas
24,73,20,67.34725174,32.31528909,4.608695247,176.4134092,pigeonpeas
17,67,18,88.19469536,56.46868874,5.611510977000001,129.20286529999998,pigeonpeas
5,55,18,92.31577439,45.70976142,7.322097972000001,126.6738117,pigeonpeas
5,56,24,76.65278299,45.01110015,5.023115055,188.4928637,pigeonpeas
37,77,17,97.17746943,31.94550613,5.617122801,191.0658531,pigeonpeas
13,73,20,86.90757577,35.48885969,5.391560417999999,162.59277230000004,pigeonpeas
6,63,23,78.82934466,49.94704718,5.906596905,160.33374469999995,pigeonpeas
16,77,22,88.672447,35.6395615,6.574209678,100.546816,pigeonpeas
25,64,20,91.67220646,32.45974539,4.807776748999999,105.03802749999998,pigeonpeas
34,75,24,74.3040108,51.29019509,4.760038038999999,192.3023991,pigeonpeas
20,77,23,94.77047586,38.83786012,5.180271502,148.25027859999997,pigeonpeas
35,80,25,82.56684222,44.93322042,4.895927306,197.1144011,pigeonpeas
14,75,24,76.18564092,57.3414485,6.436160044,118.3606557,pigeonpeas
36,80,21,92.56585363,48.41490082,7.066087261,100.4673278,pigeonpeas
7,77,18,69.0064259,60.54880693,6.655918077999999,191.0895109,pigeonpeas
29,78,25,67.92785094,59.33157782,5.982854522999999,195.787103,pigeonpeas
30,60,21,83.97801667,62.4901206,5.457871272999999,182.2688175,pigeonpeas
20,74,16,96.87836658,43.61444121,4.759490199,159.8938645,pigeonpeas
19,57,23,74.61217904,47.2879691,7.342409555,141.12507219999995,pigeonpeas
3,60,19,78.34422997,40.7192594,4.820788186000001,100.7791633,pigeonpeas
5,77,19,87.95416989,66.68832981,6.242052013,175.9303271,pigeonpeas
5,68,20,65.71377817,61.33186249,5.001038726,139.8710041,pigeonpeas
37,73,21,85.10548653,63.46513414,5.560224582999999,189.5208915,pigeonpeas
9,59,24,68.7833199,39.37252634,4.747352458,137.22796619999997,pigeonpeas
20,72,15,96.80748508,56.01334416,7.313517308,134.8596466,pigeonpeas
31,56,23,88.64323234,35.39454002,5.661826398,174.5723999,pigeonpeas
0,70,21,97.34089464,56.03021253,4.672437054,101.6073988,pigeonpeas
21,74,15,85.08374107,67.10604388,6.471862118,153.2504506,pigeonpeas
13,67,18,87.03554792,34.75591197,5.384762927000001,177.5764304,pigeonpeas
27,74,20,76.45077811,59.96669215,5.8598134160000015,91.95792434,pigeonpeas
29,72,24,73.71337201,36.67847052,6.962386495,162.5931264,pigeonpeas
5,68,20,66.27884848,33.10695144,6.12166671,155.3705624,pigeonpeas
39,57,19,84.78283287,45.93248374,6.421748487,165.4113371,pigeonpeas
22,62,16,94.36197344,54.32342534,4.828936119,180.9009998,pigeonpeas
18,55,23,71.59816868,56.31006755,6.98571967,136.82743119999998,pigeonpeas
39,77,21,73.39593999,60.24218572,4.603563116,159.689339,pigeonpeas
13,75,20,87.00786309,35.29006485,6.979540061,178.8998611,pigeonpeas
27,71,24,88.63552159,48.17631461,7.064973419,165.40535400000005,pigeonpeas
26,64,22,78.71105471,40.58227261,5.16516459,109.1821183,pigeonpeas
23,55,16,69.82056307,69.69141302,5.111488821,185.2039114,pigeonpeas
4,69,19,66.65180101,47.70351758,5.374358869,149.063196,pigeonpeas
20,67,19,66.64032959,50.54495302,5.671419084,180.6465282,pigeonpeas
7,74,17,72.45055774,62.56532471,5.667419697000001,96.74706956,pigeonpeas
17,64,18,98.15157477,58.25799145,6.07938452,124.6028153,pigeonpeas
35,71,17,85.80715932,66.35375127,6.931924962999999,198.1403003,pigeonpeas
11,72,22,84.87924055,44.82294584,6.842744374,172.40168,pigeonpeas
20,60,22,85.37095305,42.89833235,6.876572502999999,186.9226052,pigeonpeas
10,71,18,67.177128,66.34777265,6.151029296,173.11069819999997,pigeonpeas
33,61,24,68.08301224,48.93905624,4.567446499,122.4564203,pigeonpeas
3,49,18,82.23971376,64.70930606,3.692863601,32.67891866,mothbeans
22,59,23,81.17997114,51.27868781,4.371745575,36.5037914,mothbeans
36,58,25,83.58843537,59.3189118,8.399135957999999,36.92629678,mothbeans
4,43,18,84.25319619,61.09387478,8.840656256,72.98016599,mothbeans
29,54,16,82.00456727,54.65030015,8.153022903,32.05025323,mothbeans
32,43,22,89.59871442,54.1077461,5.270749441,71.6266696,mothbeans
14,55,15,81.2044564,55.27755933,8.050304395,73.44775287,mothbeans
5,35,20,84.07314743,53.57014709,9.679240873,66.35634104,mothbeans
25,57,24,81.77849881,58.59986279,6.974978386,36.94255012,mothbeans
11,53,24,83.34313999,55.77264351,7.39389918,61.32935611,mothbeans
40,49,17,87.8398857,45.89239456,6.68727523,53.56783314,mothbeans
38,56,25,78.33371578,45.38497051,7.88118645,67.43488235,mothbeans
27,43,23,89.06805468,56.85420099,5.875333778,44.94317432,mothbeans
24,38,22,76.06177612,58.51663927,8.202706015,34.96933295,mothbeans
23,45,21,88.63720261,51.79939437,8.985348193,74.44330654,mothbeans
29,57,20,78.09752205,50.7330069,5.87707519,53.39249517,mothbeans
31,35,23,86.54468815,47.18283631,7.707595055,68.04039813,mothbeans
0,55,25,82.71480987,43.6672299,4.524171562,45.78172762,mothbeans
7,45,22,77.91142203,44.8302551,9.926212291,74.32635105,mothbeans
17,58,25,88.03214179,43.58788762,6.455592696,32.76742894,mothbeans
11,44,17,79.41277882,55.59160391,8.016210782,35.1051197,mothbeans
22,49,22,82.82290471,61.5620517,3.71105919,72.66666443,mothbeans
9,51,19,80.68016251,49.32609633,5.49091063,48.25207759,mothbeans
28,48,15,77.29025637,55.25435777,9.254089438,40.89732789,mothbeans
26,50,19,81.1722425,51.66921088,6.005242945,32.55919573,mothbeans
36,56,20,77.7422777,49.66474269,7.437078236,31.87416982,mothbeans
8,60,18,88.18933968,46.01868196,3.808429173,53.1205277,mothbeans
24,37,21,87.0331982,58.22686794,5.818219385,62.74803826,mothbeans
22,43,24,77.76530665,53.22082660000001,4.52363558,46.19374559,mothbeans
36,43,24,80.7692104,43.65305437,3.510404312,41.53749535,mothbeans
22,44,24,75.75683146,56.32938343,6.030447288,58.99536268,mothbeans
17,43,22,86.1105672,45.90067655,5.498340807999999,41.0550915,mothbeans
8,45,15,82.57224187,60.98353839999999,4.61136408,33.84110759,mothbeans
7,56,23,79.41035824,40.00933429,5.545219232000001,55.50429227,mothbeans
36,57,16,83.50536306,57.14218792,8.292875733999999,57.02891698,mothbeans
11,45,19,83.66021847,44.359648,3.828031463,44.11622138,mothbeans
6,36,22,75.58898608,59.79236306,8.869532817,42.24783476,mothbeans
17,57,20,83.31220272,45.20094476,3.793575185,66.1761456,mothbeans
4,47,20,78.76308184,64.95585424,4.193189124,72.19245835,mothbeans
9,49,16,87.592689,41.36561835,7.661537347999999,55.053805,mothbeans
25,51,24,77.90763542,61.66852372,9.392694614,65.07981523,mothbeans
36,44,21,77.22552043,51.33189406,4.516154055,38.48678973,mothbeans
21,38,20,80.78914425,63.56791363,5.794289715,62.20279647,mothbeans
37,57,20,87.98112446,44.82069159,7.354286985,70.79934452,mothbeans
32,48,18,79.62274,56.40226277,5.993513566,64.16167699,mothbeans
29,44,20,86.07438147,63.56222995,8.620107545,31.83192392,mothbeans
25,51,18,82.0003915,54.82130787,9.45949344,50.28438729,mothbeans
10,44,24,87.78662499,43.02151392,8.0344125,58.27600682,mothbeans
23,35,18,79.68349976,47.36534833,5.414492777,36.99362831,mothbeans
9,60,23,89.54578161,57.17377029,6.2760043360000015,64.25520357,mothbeans
3,58,21,77.65052947,46.82652785,9.160691747000001,55.60523179,mothbeans
22,42,22,77.97648447,56.96640758,7.887658711,48.46797044,mothbeans
12,39,21,84.18774373,62.85948245,8.183844843,70.4713043,mothbeans
39,36,22,84.8177136,60.50320928,9.072011412,34.03335472,mothbeans
32,41,16,83.54514058,61.39451307,7.702287236,68.54877876,mothbeans
30,41,15,76.69771936,44.17085032,5.88509677,52.0810886,mothbeans
19,36,22,77.80440335,58.55363573,6.16496284,57.04826619,mothbeans
4,46,15,87.82294897,62.40392519,3.504752314,63.77192383,mothbeans
21,39,20,80.71123384,52.3003173,7.388007482999999,60.74583498,mothbeans
35,57,25,80.77213184,42.26206161,8.340398059,71.12710390000002,mothbeans
22,55,24,83.42241042,57.30636014,8.66077954,64.53027638,mothbeans
35,51,17,83.83872645,49.84213387,3.558822825,40.85534718,mothbeans
17,56,17,82.29728646,45.41393636,5.9565851,69.66289997,mothbeans
28,57,17,86.85963835,61.58245338,9.416003106,61.86633917,mothbeans
22,36,16,87.04651055,50.77148138,8.18422855,64.58559639,mothbeans
11,41,19,80.34640315,41.81420849,5.131779302,44.13827124,mothbeans
38,38,18,79.35893166,61.18749126,6.294130312999999,35.73403813,mothbeans
23,37,24,83.80100208,44.2252605,7.991902443,33.95825723,mothbeans
25,35,20,84.02441751,43.35365671,8.923095695,71.90018566,mothbeans
40,45,20,84.87837442,57.69622912,6.878498176,38.34303462,mothbeans
23,58,19,75.50767834,58.25204566,5.243634848999999,59.18953429,mothbeans
2,56,23,79.97599452,59.79023382,7.550090941,36.91852635,mothbeans
3,56,17,82.75841857,53.50567601,8.709291687999999,52.13580529,mothbeans
26,51,25,83.77680117,52.62741529,7.792508067999999,55.21606732,mothbeans
39,42,20,84.82994708,61.25353851,8.055908857999999,40.82840673,mothbeans
27,59,20,82.41687361,52.60950014,4.397698806,36.01203025,mothbeans
24,45,19,80.34533469,48.8246387,5.9523849570000005,34.7426459,mothbeans
7,40,17,88.1823101,40.92604945,8.532078732999999,53.78769958,mothbeans
15,45,23,75.56760745,61.43378674,7.224193642,46.0203959,mothbeans
26,52,23,85.97903787,49.60384796,4.931890506,52.92929636,mothbeans
20,45,16,85.89136833,54.61813464,4.626212446,45.43669946,mothbeans
34,54,24,88.18147364,41.55934359,5.026003659,68.80141783,mothbeans
19,51,25,80.24853947,48.23991436,3.5253661,43.87801983,mothbeans
29,41,21,88.68916524,62.84916863,8.86979671,64.56807592,mothbeans
20,50,22,87.79450417,46.42693735,9.406887532999999,38.31597852,mothbeans
11,40,23,85.30255517,63.04749127,5.80428611,50.1978269,mothbeans
15,54,15,85.9568778,57.03184356,8.35495812,44.86052932,mothbeans
35,55,22,87.59989533,52.62696801,8.634929739,55.51932414,mothbeans
9,59,25,86.70778356,60.16299493,7.699200949,35.37493212,mothbeans
40,45,18,86.78630712,55.20522037,5.261285926,30.92014047,mothbeans
35,38,19,77.58839815,63.18180319,9.112771682,32.71129281,mothbeans
14,58,17,86.96631754,59.96664731,4.605700542,33.48919022,mothbeans
40,55,18,86.68864171,40.5926071,7.115994051,47.95406479,mothbeans
18,36,23,75.23285679,53.76623369,7.214078621,35.03404425,mothbeans
35,52,15,83.65714299,61.14754363,9.93509073,65.67591794,mothbeans
4,59,22,84.80738142,49.00323081,8.914074888,42.44054315,mothbeans
22,51,16,82.33850644,61.34900107,8.639586199,70.10472076,mothbeans
33,47,17,76.76247153,48.27531965,8.621514073,63.9187654,mothbeans
2,51,17,78.5782807,45.96341933,5.838508699,38.53254678,mothbeans
16,51,21,87.8353455,49.97675220000001,3.532008668,32.81296548,mothbeans
19,55,20,81.37992929,87.80507732,7.18530147,54.73367631,mungbean
8,54,20,83.00127776,80.77275974,7.034214276,38.7976407,mungbean
36,55,20,80.62646715,84.34262707,6.635968697999999,55.296354,mungbean
10,56,16,82.71378797,81.04554836,6.828187498999998,36.35720652,mungbean
22,56,17,85.78198513,87.32761241,6.89077995,44.75215854,mungbean
9,57,24,85.80619,89.71503316,7.165121108999998,42.99498978,mungbean
34,59,23,83.41181884,83.24855855,6.935804256,56.48265193,mungbean
31,51,25,81.56467272,85.57019009999998,7.196774236,53.01899249,mungbean
0,49,18,85.43050984,87.93598094,6.990095452,41.82490236,mungbean
21,39,20,82.66007383,82.1193047,7.064782137999999,46.75690086,mungbean
28,35,22,85.15467718,86.73346018,7.156563094,59.87232071,mungbean
17,52,17,82.19035303,86.45147631,6.364967184,44.64407105,mungbean
24,42,23,82.80448297,82.35916228,6.428054409,44.01206619,mungbean
28,46,16,84.2146232,84.96089355,6.664187809,45.91011391,mungbean
21,38,21,85.55970025,86.45193297,6.637677489,37.54602719,mungbean
34,60,25,85.61150137,85.16906976,6.79385576,40.77872823,mungbean
19,53,22,82.15522376,80.4513142,6.852884642999999,42.83053902,mungbean
31,58,15,80.79847669,84.96771717,7.121571293,51.52617423,mungbean
19,35,24,80.79854664,83.64274107,6.883308033,49.11964582,mungbean
24,53,17,84.11812218,89.07866095,6.421271178,57.65901369,mungbean
13,47,20,84.59204063,87.93724219,6.54450214,43.1386631,mungbean
31,53,16,83.73561764,85.81675947,6.452006451,48.54598575,mungbean
28,45,23,85.37038131,80.29868321,6.489259136,56.76278363,mungbean
31,37,21,81.03064991,86.404241,6.713410626,37.31236904,mungbean
33,60,15,84.11310232,81.67085323,6.510840928,56.51103293,mungbean
34,45,21,82.73906845,82.60629652,6.2873801170000005,37.01110438,mungbean
13,57,25,82.94074687,86.20681554,6.86308576,50.47333854,mungbean
33,57,17,82.21345027,88.71782287,6.78415271,57.79863368,mungbean
32,57,22,83.64197318,87.50436797,6.769415887999999,44.56598352,mungbean
23,59,25,82.08727214,88.73100226,6.320768488,56.68833819,mungbean
35,41,18,83.67012811,81.59200689,6.7050085039999985,59.87065439,mungbean
6,48,24,83.54530616,84.61431076,6.790736339,48.48319335,mungbean
29,36,25,82.91320785,88.4393979,7.130278657000001,48.56690235,mungbean
4,36,22,81.69597307,86.13316408,7.012740397000001,43.80041104,mungbean
10,59,22,83.49622061,86.99495766,7.1556850160000005,36.94616965,mungbean
14,48,21,84.64278157,84.80084105,6.991242362,53.43228915,mungbean
8,50,21,83.532402,89.11480590000002,6.218923893,50.49913241,mungbean
20,40,15,85.23193062,88.07505524,7.199495367999999,45.04467075,mungbean
36,43,22,82.08831672,87.16679147,6.3898821660000005,58.37249772,mungbean
14,57,15,85.7762627,83.14796296,6.623438282,40.12044158,mungbean
11,60,23,81.20631895,88.50229102,7.033012777000001,51.09802625,mungbean
10,59,15,85.69472698,89.30428305,6.32400451,58.86687093,mungbean
7,60,25,82.89557078,82.76020821,6.397636709,56.04995423,mungbean
2,47,15,85.76348117,85.99127934,6.401455706,58.41394143,mungbean
20,45,22,85.25986916,89.9939693,6.904587016,54.96121262,mungbean
2,39,15,82.52995213,82.9116472,6.478557136,49.61865305,mungbean
27,40,24,82.11247731,89.99615558,7.063022095,52.84626009,mungbean
35,48,15,80.79472567,87.45126690000002,6.981758362000001,55.03723979,mungbean
4,59,25,81.83327205,81.94268594,6.227134139,54.62243308,mungbean
1,48,24,84.82270341,85.60472562,6.232836962,59.03629954,mungbean
36,43,21,83.05374927,84.8593608,7.140437859,52.93031105,mungbean
11,46,24,81.77504392,89.80650642,6.459252023,56.52558045,mungbean
34,47,19,81.16471027,85.44815232,6.5687954039999985,53.15223123,mungbean
21,44,18,80.72437926,86.89934108,7.12851089,50.46746116,mungbean
17,58,20,82.5195708,85.91625451,6.42937879,39.23831035,mungbean
25,40,21,81.9199234,81.13903037,6.248900919,44.17580911,mungbean
2,38,18,81.56539278,89.92908171,6.619891497999999,45.48591922,mungbean
9,48,20,85.39630869,84.28187572,6.377568542000001,56.09542002,mungbean
37,49,25,85.84617974,85.85384444,6.415459592,41.39081525,mungbean
36,38,15,83.05454944,87.59810657,6.3206620120000006,57.99524359,mungbean
40,58,15,85.03548876,87.60890009,6.978400282000001,43.15411472,mungbean
30,44,16,85.51423465,82.89166381,6.442335592999999,50.91511275,mungbean
1,59,23,81.4433538,87.17649,7.184398832,43.78420984,mungbean
9,48,22,81.98737313,87.09979549,6.402926221,49.50812624,mungbean
14,41,17,84.43291143,88.48312598,7.085982325,36.45012824,mungbean
35,52,19,80.79092254,89.89593328,6.698574085,37.45680611,mungbean
31,48,17,83.98542101,86.94206817,6.594739424,53.79732545,mungbean
4,41,20,82.66497606,83.8001509,6.647965508,37.44800463,mungbean
30,37,25,85.80432459,80.14487166,7.120032489,54.7960127,mungbean
9,35,20,81.34706215,80.98004661,6.91380932,40.53173216,mungbean
20,41,20,84.69155489,89.4875022,7.073048264,50.9246554,mungbean
37,50,23,85.37534407,88.48587386,6.5304707,56.01913159,mungbean
34,35,21,83.20144984,82.67639542,6.684381357,58.18713162,mungbean
14,37,15,82.33224226,83.97586797,6.581351374,48.9366954,mungbean
23,39,22,84.66168778,81.97952224,6.86483915,42.02483277,mungbean
5,45,21,83.05324493,88.00989267,6.487124217000001,43.05130077,mungbean
22,37,20,81.72949039,86.49366929,6.605733067999999,39.26137642,mungbean
40,51,17,83.58955428,86.12194568,6.860602782000001,50.01534317,mungbean
27,56,20,84.58055924,87.11497805,6.41874299,51.53848218,mungbean
31,40,22,84.93600893,86.16063492,6.365513634,53.35486977,mungbean
38,36,21,82.45314721,84.8845732,6.5563729660000005,36.12042927,mungbean
6,37,17,82.5558292,80.35005927,6.760694227999999,38.14476781,mungbean
6,47,18,84.49114294,80.28038146,6.715276662999999,40.16545979,mungbean
24,44,17,85.74744416,80.03499648,6.666380512000001,50.66487502,mungbean
25,59,19,84.31936689,83.6869203,6.626629798,43.95183726,mungbean
32,56,21,81.29370195,88.66663953,6.702772465,58.29933073,mungbean
8,45,18,82.27462894,85.42058715,7.011030515,43.25095608,mungbean
19,39,17,84.70555124,81.8009244,6.890156495,44.47427436,mungbean
39,37,15,84.1951661,83.78911515,6.821747052,59.84499208,mungbean
33,37,19,82.26821442,86.5543196,7.183189922,43.4826194,mungbean
26,54,17,83.3853443,88.9570454,6.27258822,49.4897245,mungbean
21,51,15,84.85679136,89.1886954,6.679127482,48.30159325,mungbean
22,54,20,83.41069649,83.63802195,6.689825155,41.013132,mungbean
29,45,16,83.18630277,87.91332682,6.583381939,43.12063289,mungbean
4,40,21,83.83510665,80.45744422,6.725551062,44.30070517,mungbean
10,37,22,83.70954806,89.12760359,7.0697478139999985,58.52974279,mungbean
4,44,19,82.32151393,83.52706038,6.921993877999999,43.25726752,mungbean
20,45,17,82.71425592,83.69659318,6.770955317,37.2464655,mungbean
23,45,23,83.79776334,86.69133979,6.983130466,56.12443206,mungbean
25,48,21,83.1885746,83.48991368,6.267684328,52.55469976,mungbean
56,79,15,85.07191986,63.19915325,7.454532137,71.89090748,blackgram
25,62,21,80.12181137,68.13999721,7.040056094,67.15096376,blackgram
42,61,22,79.29093933,62.28814857,7.418650668,70.23207557,blackgram
42,73,25,93.26622531,67.21113844,6.501869314,73.23573601,blackgram
44,58,18,82.46559292,65.06601664,6.814410927999999,72.49507741,blackgram
50,55,16,83.86629289,65.33538112,7.581442888,62.26242533,blackgram
35,72,21,93.26515089,64.28791388,7.741418772,66.85510868,blackgram
30,64,20,92.9557283,61.57072498,6.573531614,68.02199825,blackgram
27,64,21,91.11583422,68.68401492,7.543804222999999,73.67166182,blackgram
50,74,17,80.78095882,63.36085585,6.5408208,73.84949872,blackgram
39,73,24,78.18516558,61.18235808,7.22405917,69.28607828,blackgram
57,67,25,90.22539216,66.61452812,7.551364319,64.55882254,blackgram
52,63,19,85.26108256,68.32176769,6.928898659,67.53021213,blackgram
55,66,22,87.64195026,68.79427388,7.747775262999999,66.63830637,blackgram
51,56,18,82.63018108,64.2097765,6.706505915,70.86340755,blackgram
36,66,15,86.15381655,69.34811988,6.668238556,67.1367443,blackgram
59,55,19,89.13883077,62.51007687,7.332375138,68.97097538,blackgram
50,58,23,82.06388334,62.50460464,7.596802025,69.75555541,blackgram
30,65,25,91.19720928,64.59457409,7.70650895,71.50569456,blackgram
20,62,18,84.85445698,64.98742947,7.366542647,61.91208707,blackgram
58,71,15,82.08667038,67.58618829999999,6.919243702,74.01229707,blackgram
25,71,24,83.29169723,60.44848407,7.187721817999999,74.91559514,blackgram
52,71,16,81.9369457,68.53997144,7.0758864720000005,71.78615328,blackgram
40,63,18,86.74859232,67.66323804,6.74441168,63.02473185,blackgram
20,60,25,81.18575762,69.09047809,6.726469087999999,61.19250859,blackgram
48,61,21,86.51293914,61.69295127,6.628264883,65.62859526,blackgram
49,68,22,83.42313127,61.53278622,7.127064207,63.49726331,blackgram
48,62,15,77.65854975,66.6379724,7.538631462000001,65.81655892,blackgram
32,66,17,94.9039079,65.26774011,7.162357641,70.1415139,blackgram
21,63,22,77.17527304,67.72837887,6.859409487000001,74.61649888,blackgram
20,72,19,90.45766942,64.34848735,7.397190844,65.82045699999999,blackgram
25,65,21,92.9543211,68.59232289,6.880245789,69.24464096,blackgram
41,78,21,77.35743905,60.37332688,6.581313137,70.88787207,blackgram
53,67,17,89.19827028,69.01852894,7.296972161,61.46892873,blackgram
39,60,21,94.81666903,63.59948557,6.97297656,64.72797143,blackgram
25,76,17,89.13389736,68.63525428,7.241148507,62.3061735,blackgram
21,78,19,80.89086337,66.76017239,6.92009048,69.85112265,blackgram
57,60,17,79.22791632,67.88521396,7.504608385,73.58663968,blackgram
56,75,15,86.36283041,60.06534859,7.152272256,66.37171179,blackgram
49,72,15,88.8052341,67.83563765,7.137004749,74.86960831,blackgram
24,80,19,85.42206415,69.0854554,6.8080417220000005,65.66436565,blackgram
49,76,18,80.6965743,67.7017527,7.393631868,60.4693835,blackgram
28,68,19,94.34985739,61.38597868,7.69950698,72.43169115,blackgram
55,78,21,92.10989754,62.93692886,6.6028882489999985,63.57445989,blackgram
50,64,25,83.91342479,63.37230676,6.734447425,70.25496749,blackgram
34,80,19,88.68808956,63.0563645,6.521217963,71.48327008,blackgram
20,68,23,77.98929139,63.95425534,7.707332484,63.1830529,blackgram
55,67,16,93.87192402,69.69366426,6.596719015,70.27184748,blackgram
23,70,15,94.28148446,63.11296779,7.403623355,60.41790253,blackgram
53,74,15,84.98234854,64.94329356,7.517097,72.17818157,blackgram
26,67,16,84.39283566,67.90577375,7.17620823,67.83345933,blackgram
33,80,22,83.42611,65.71765781,6.593961761,70.0866434,blackgram
37,79,19,81.57892703,69.3478631,7.143942758,69.40878198,blackgram
33,75,21,91.48438342,68.93875631,6.690655045,62.30278274,blackgram
22,55,20,93.11556436,69.96100028,7.423530351,61.16350463,blackgram
20,68,17,86.21371405,60.11680815,6.578714842999999,71.72980375,blackgram
43,68,20,85.24062882,66.17587668,7.497469256,69.43895491,blackgram
44,76,22,81.07626105,68.01232937,7.775306272000001,68.91754359,blackgram
34,60,16,88.44315424,64.24992106,7.322555222999999,63.85668948,blackgram
21,72,17,88.73788518,66.55723677,7.580527339,61.71111448,blackgram
25,68,19,84.91968918,64.25510719,7.1084501210000015,67.47677295,blackgram
41,62,15,84.89120466,64.14928485,7.358974541,65.24194361,blackgram
28,65,23,83.09635761,61.88871127,7.405176138,74.24459122,blackgram
35,64,15,83.25396097,63.53604453,6.500144962,69.5274407,blackgram
52,58,16,87.15372406,61.14508627,7.167435834,71.36947525,blackgram
58,75,25,77.4607323,61.36669662,7.261791753,68.64685069,blackgram
34,66,19,91.3465492,60.18122078,7.586642101,73.44678678,blackgram
52,70,16,92.60339709,66.60416867,7.534811832999999,67.32520551,blackgram
23,57,19,91.11134763,67.99803573,7.251000789,73.40452716,blackgram
42,58,25,81.42536421,62.90020977,6.513620917999999,69.46020927,blackgram
37,62,17,78.23438067,69.84354028,7.121254928,74.62068748,blackgram
44,75,22,86.05911254,64.14800537,7.574561547,71.21006868,blackgram
21,80,20,82.77201075,68.27085245,7.350869792,64.32887142,blackgram
56,76,16,82.89078544,61.18956161,7.5131510760000015,63.29900785,blackgram
29,76,15,83.37510248,64.2020154,7.0256077060000015,69.68862306,blackgram
43,61,20,80.36936665,61.61367264,6.804253866,63.51822045,blackgram
